Sample,Type,SeqID,Reads,Coverage,Path
756E,offspring,756E_S794,79911,210.204,/home/maccamp/kootenai/data/align/756E_S794.sort.bam
60C2,offspring,60C2_S795,276695,743.639,/home/maccamp/kootenai/data/align/60C2_S795.sort.bam
6BA8,offspring,6BA8_S796,127760,339.854,/home/maccamp/kootenai/data/align/6BA8_S796.sort.bam
3ABF,offspring,3ABF_S797,419443,1143.56,/home/maccamp/kootenai/data/align/3ABF_S797.sort.bam
556D,offspring,556D_S798,289297,780.696,/home/maccamp/kootenai/data/align/556D_S798.sort.bam
BE91,offspring,BE91_S800,426402,1146.78,/home/maccamp/kootenai/data/align/BE91_S800.sort.bam
309F,offspring,309F_S801,159957,418.434,/home/maccamp/kootenai/data/align/309F_S801.sort.bam
6F34,offspring,6F34_S802,224742,602.681,/home/maccamp/kootenai/data/align/6F34_S802.sort.bam
7BD8,offspring,7BD8_S804,74698,194.555,/home/maccamp/kootenai/data/align/7BD8_S804.sort.bam
6382,offspring,6382_S805,80958,212.274,/home/maccamp/kootenai/data/align/6382_S805.sort.bam
2F41,offspring,2F41_S806,78814,206.256,/home/maccamp/kootenai/data/align/2F41_S806.sort.bam
E017,offspring,E017_S807,115569,307.543,/home/maccamp/kootenai/data/align/E017_S807.sort.bam
7B98,offspring,7B98_S808,449833,1210.56,/home/maccamp/kootenai/data/align/7B98_S808.sort.bam
711A,offspring,711A_S809,360007,957.282,/home/maccamp/kootenai/data/align/711A_S809.sort.bam
9287,offspring,9287_S810,291172,785.011,/home/maccamp/kootenai/data/align/9287_S810.sort.bam
3046,offspring,3046_S813,306017,828.743,/home/maccamp/kootenai/data/align/3046_S813.sort.bam
89FD,offspring,89FD_S814,116877,310.778,/home/maccamp/kootenai/data/align/89FD_S814.sort.bam
E967,offspring,E967_S815,236787,639.277,/home/maccamp/kootenai/data/align/E967_S815.sort.bam
C1E4,offspring,C1E4_S816,156331,414.652,/home/maccamp/kootenai/data/align/C1E4_S816.sort.bam
6407,offspring,6407_S817,345159,910.535,/home/maccamp/kootenai/data/align/6407_S817.sort.bam
3C93,offspring,3C93_S818,159417,423.15,/home/maccamp/kootenai/data/align/3C93_S818.sort.bam
EF13,offspring,EF13_S819,180183,483.955,/home/maccamp/kootenai/data/align/EF13_S819.sort.bam
5D1D,offspring,5D1D_S820,171443,460.904,/home/maccamp/kootenai/data/align/5D1D_S820.sort.bam
4C92,offspring,4C92_S821,175641,472.851,/home/maccamp/kootenai/data/align/4C92_S821.sort.bam
C193,offspring,C193_S823,123310,327.163,/home/maccamp/kootenai/data/align/C193_S823.sort.bam
D149,offspring,D149_S824,542162,1472.19,/home/maccamp/kootenai/data/align/D149_S824.sort.bam
CA87,offspring,CA87_S825,355255,939.875,/home/maccamp/kootenai/data/align/CA87_S825.sort.bam
F32B,offspring,F32B_S826,330849,887.009,/home/maccamp/kootenai/data/align/F32B_S826.sort.bam
C1FA,offspring,C1FA_S829,174882,469.638,/home/maccamp/kootenai/data/align/C1FA_S829.sort.bam
5649,offspring,5649_S830,316823,858.428,/home/maccamp/kootenai/data/align/5649_S830.sort.bam
39AC,offspring,39AC_S831,340941,929.398,/home/maccamp/kootenai/data/align/39AC_S831.sort.bam
EADA,offspring,EADA_S832,423105,1149.88,/home/maccamp/kootenai/data/align/EADA_S832.sort.bam
040C,offspring,040C_S833,144933,379.135,/home/maccamp/kootenai/data/align/040C_S833.sort.bam
28C3,offspring,28C3_S834,588706,1569.92,/home/maccamp/kootenai/data/align/28C3_S834.sort.bam
259B,offspring,259B_S835,1216215,3280.32,/home/maccamp/kootenai/data/align/259B_S835.sort.bam
A7ED,offspring,A7ED_S836,206809,550.402,/home/maccamp/kootenai/data/align/A7ED_S836.sort.bam
A650,offspring,A650_S837,219256,583.247,/home/maccamp/kootenai/data/align/A650_S837.sort.bam
F971,offspring,F971_S838,500539,1344.44,/home/maccamp/kootenai/data/align/F971_S838.sort.bam
789E,offspring,789E_S839,82507,218.665,/home/maccamp/kootenai/data/align/789E_S839.sort.bam
49A3,offspring,49A3_S841,449461,1209.71,/home/maccamp/kootenai/data/align/49A3_S841.sort.bam
4EB0,offspring,4EB0_S842,221584,602.043,/home/maccamp/kootenai/data/align/4EB0_S842.sort.bam
90C6,offspring,90C6_S849,310100,834.678,/home/maccamp/kootenai/data/align/90C6_S849.sort.bam
E46B,offspring,E46B_S850,225682,611.518,/home/maccamp/kootenai/data/align/E46B_S850.sort.bam
C77A,offspring,C77A_S857,280807,749.442,/home/maccamp/kootenai/data/align/C77A_S857.sort.bam
950F,offspring,950F_S858,185836,501.511,/home/maccamp/kootenai/data/align/950F_S858.sort.bam
3C42,offspring,3C42_S865,607172,1649.02,/home/maccamp/kootenai/data/align/3C42_S865.sort.bam
738B,offspring,738B_S866,187884,503.873,/home/maccamp/kootenai/data/align/738B_S866.sort.bam
6F71,offspring,6F71_S873,376487,1017.29,/home/maccamp/kootenai/data/align/6F71_S873.sort.bam
B2EE,offspring,B2EE_S874,235189,635.314,/home/maccamp/kootenai/data/align/B2EE_S874.sort.bam
4267,offspring,4267_S881,196394,526.203,/home/maccamp/kootenai/data/align/4267_S881.sort.bam
AEFD,offspring,AEFD_S882,146242,391.258,/home/maccamp/kootenai/data/align/AEFD_S882.sort.bam
646D,offspring,646D_S889,338725,910.59,/home/maccamp/kootenai/data/align/646D_S889.sort.bam
B735,offspring,B735_S890,171985,461.381,/home/maccamp/kootenai/data/align/B735_S890.sort.bam
E5D4,offspring,E5D4_S897,284453,764.514,/home/maccamp/kootenai/data/align/E5D4_S897.sort.bam
22B9,offspring,22B9_S898,215235,580.075,/home/maccamp/kootenai/data/align/22B9_S898.sort.bam
CD23,offspring,CD23_S905,273853,734.359,/home/maccamp/kootenai/data/align/CD23_S905.sort.bam
7C55,offspring,7C55_S913,453516,1221.12,/home/maccamp/kootenai/data/align/7C55_S913.sort.bam
78B8,offspring,78B8_S921,236222,634.768,/home/maccamp/kootenai/data/align/78B8_S921.sort.bam
5180,offspring,5180_S928,293941,786.072,/home/maccamp/kootenai/data/align/5180_S928.sort.bam
3A67,offspring,3A67_S1565,352649,939.39,/home/maccamp/kootenai/data/align/3A67_S1565.sort.bam
