Sample,Type,SeqID,Reads,Coverage,Path
F04B_2_2,offspring,F04B_2_2_S1104,296360,863.284,/home/maccamp/kootenai/data/align/F04B_2_2_S1104.sort.bam
F04B_2_3,offspring,F04B_2_3_S1112,335200,991.921,/home/maccamp/kootenai/data/align/F04B_2_3_S1112.sort.bam
F04B_2_5,offspring,F04B_2_5_S1121,135100,356.135,/home/maccamp/kootenai/data/align/F04B_2_5_S1121.sort.bam
C523_1,offspring,C523_1_S1128,151780,402.246,/home/maccamp/kootenai/data/align/C523_1_S1128.sort.bam
C523_2,offspring,C523_2_S1136,190161,505.989,/home/maccamp/kootenai/data/align/C523_2_S1136.sort.bam
C523_3,offspring,C523_3_S1144,243501,650.384,/home/maccamp/kootenai/data/align/C523_3_S1144.sort.bam
C523_4,offspring,C523_4_S1152,238602,639.459,/home/maccamp/kootenai/data/align/C523_4_S1152.sort.bam
C523_5,offspring,C523_5_S1160,312344,842.056,/home/maccamp/kootenai/data/align/C523_5_S1160.sort.bam
C523_2_1,offspring,C523_2_1_S1168,71319,185.974,/home/maccamp/kootenai/data/align/C523_2_1_S1168.sort.bam
C523_2_2,offspring,C523_2_2_S1176,124460,330.13,/home/maccamp/kootenai/data/align/C523_2_2_S1176.sort.bam
C523_2_3,offspring,C523_2_3_S1183,110254,288.053,/home/maccamp/kootenai/data/align/C523_2_3_S1183.sort.bam
C523_2_4,offspring,C523_2_4_S1190,92522,237.062,/home/maccamp/kootenai/data/align/C523_2_4_S1190.sort.bam
C523_2_5,offspring,C523_2_5_S1197,136426,356.426,/home/maccamp/kootenai/data/align/C523_2_5_S1197.sort.bam
5021_1,offspring,5021_1_S1204,132400,350.521,/home/maccamp/kootenai/data/align/5021_1_S1204.sort.bam
5021_2,offspring,5021_2_S1122,196450,519.95,/home/maccamp/kootenai/data/align/5021_2_S1122.sort.bam
5021_3,offspring,5021_3_S1129,179466,482.872,/home/maccamp/kootenai/data/align/5021_3_S1129.sort.bam
5021_4,offspring,5021_4_S1137,126435,334.788,/home/maccamp/kootenai/data/align/5021_4_S1137.sort.bam
5021_5,offspring,5021_5_S1145,128624,341.201,/home/maccamp/kootenai/data/align/5021_5_S1145.sort.bam
5021_2_1,offspring,5021_2_1_S1153,114244,301.743,/home/maccamp/kootenai/data/align/5021_2_1_S1153.sort.bam
5021_2_2,offspring,5021_2_2_S1161,69957,182.625,/home/maccamp/kootenai/data/align/5021_2_2_S1161.sort.bam
5021_2_4,offspring,5021_2_4_S1177,447244,1217.72,/home/maccamp/kootenai/data/align/5021_2_4_S1177.sort.bam
5021_2_5,offspring,5021_2_5_S1184,109724,290.632,/home/maccamp/kootenai/data/align/5021_2_5_S1184.sort.bam
2800_1,offspring,2800_1_S1191,140045,373.343,/home/maccamp/kootenai/data/align/2800_1_S1191.sort.bam
2800_2,offspring,2800_2_S1198,109951,290.941,/home/maccamp/kootenai/data/align/2800_2_S1198.sort.bam
2800_3,offspring,2800_3_S1205,90348,236.621,/home/maccamp/kootenai/data/align/2800_3_S1205.sort.bam
2800_4,offspring,2800_4_S1123,93446,244.948,/home/maccamp/kootenai/data/align/2800_4_S1123.sort.bam
2800_5,offspring,2800_5_S1130,107495,284.541,/home/maccamp/kootenai/data/align/2800_5_S1130.sort.bam
2800_2_1,offspring,2800_2_1_S1138,99743,263.97,/home/maccamp/kootenai/data/align/2800_2_1_S1138.sort.bam
2800_2_2,offspring,2800_2_2_S1146,104541,275.413,/home/maccamp/kootenai/data/align/2800_2_2_S1146.sort.bam
2800_2_3,offspring,2800_2_3_S1154,141006,375.806,/home/maccamp/kootenai/data/align/2800_2_3_S1154.sort.bam
2800_2_4,offspring,2800_2_4_S1162,87424,228.609,/home/maccamp/kootenai/data/align/2800_2_4_S1162.sort.bam
2800_2_5,offspring,2800_2_5_S1170,72626,190.714,/home/maccamp/kootenai/data/align/2800_2_5_S1170.sort.bam
2C27_1,offspring,2C27_1_S1178,110586,294.545,/home/maccamp/kootenai/data/align/2C27_1_S1178.sort.bam
2C27_2,offspring,2C27_2_S1185,104040,275.478,/home/maccamp/kootenai/data/align/2C27_2_S1185.sort.bam
2C27_3,offspring,2C27_3_S1192,84352,221.744,/home/maccamp/kootenai/data/align/2C27_3_S1192.sort.bam
2C27_4,offspring,2C27_4_S1199,76263,199.897,/home/maccamp/kootenai/data/align/2C27_4_S1199.sort.bam
2C27_5,offspring,2C27_5_S1206,854530,2308,/home/maccamp/kootenai/data/align/2C27_5_S1206.sort.bam
13DB_1,offspring,13DB_1_S1124,292061,781.963,/home/maccamp/kootenai/data/align/13DB_1_S1124.sort.bam
13DB_2,offspring,13DB_2_S1131,149696,399.674,/home/maccamp/kootenai/data/align/13DB_2_S1131.sort.bam
13DB_3,offspring,13DB_3_S1139,143481,382.842,/home/maccamp/kootenai/data/align/13DB_3_S1139.sort.bam
13DB_4,offspring,13DB_4_S1147,158801,425.793,/home/maccamp/kootenai/data/align/13DB_4_S1147.sort.bam
13DB_5,offspring,13DB_5_S1155,155610,416.012,/home/maccamp/kootenai/data/align/13DB_5_S1155.sort.bam
768_1_1,offspring,768_1_1_S1,167150,434.607,/home/maccamp/kootenai/data/align/768_1_1_S1.sort.bam
768_1_9,offspring,768_1_9_S9,205779,542.719,/home/maccamp/kootenai/data/align/768_1_9_S9.sort.bam
768_1_17,offspring,768_1_17_S17,232664,614.67,/home/maccamp/kootenai/data/align/768_1_17_S17.sort.bam
768_2_3,offspring,768_2_3_S25,77955,207.477,/home/maccamp/kootenai/data/align/768_2_3_S25.sort.bam
768_2_11,offspring,768_2_11_S33,268697,706.94,/home/maccamp/kootenai/data/align/768_2_11_S33.sort.bam
331C_7,offspring,331C_7_S49,168250,450.293,/home/maccamp/kootenai/data/align/331C_7_S49.sort.bam
331C_15,offspring,331C_15_S57,248788,653.144,/home/maccamp/kootenai/data/align/331C_15_S57.sort.bam
89E_2_3,offspring,89E_2_3_S65,187082,490.629,/home/maccamp/kootenai/data/align/89E_2_3_S65.sort.bam
89E_2_11,offspring,89E_2_11_S73,222736,586.435,/home/maccamp/kootenai/data/align/89E_2_11_S73.sort.bam
3A21_4,offspring,3A21_4_S81,160414,425.049,/home/maccamp/kootenai/data/align/3A21_4_S81.sort.bam
3A21_12,offspring,3A21_12_S89,261234,686.016,/home/maccamp/kootenai/data/align/3A21_12_S89.sort.bam
7874_5,offspring,7874_5_S97,106749,277.302,/home/maccamp/kootenai/data/align/7874_5_S97.sort.bam
7874_13,offspring,7874_13_S105,637856,1661.94,/home/maccamp/kootenai/data/align/7874_13_S105.sort.bam
DD87_9,offspring,DD87_9_S121,127940,330.819,/home/maccamp/kootenai/data/align/DD87_9_S121.sort.bam
8C31_2,offspring,8C31_2_S129,217095,572.842,/home/maccamp/kootenai/data/align/8C31_2_S129.sort.bam
8C31_10,offspring,8C31_10_S137,104085,272.428,/home/maccamp/kootenai/data/align/8C31_10_S137.sort.bam
04C1_3,offspring,04C1_3_S145,124314,326.091,/home/maccamp/kootenai/data/align/04C1_3_S145.sort.bam
04C1_11,offspring,04C1_11_S153,110110,287.458,/home/maccamp/kootenai/data/align/04C1_11_S153.sort.bam
5D58_4,offspring,5D58_4_S161,149354,391.738,/home/maccamp/kootenai/data/align/5D58_4_S161.sort.bam
5D58_12,offspring,5D58_12_S169,107294,281.13,/home/maccamp/kootenai/data/align/5D58_12_S169.sort.bam
768_1_2,offspring,768_1_2_S2,200445,521.171,/home/maccamp/kootenai/data/align/768_1_2_S2.sort.bam
768_1_10,offspring,768_1_10_S10,176916,466.997,/home/maccamp/kootenai/data/align/768_1_10_S10.sort.bam
768_1_18,offspring,768_1_18_S18,192872,506.595,/home/maccamp/kootenai/data/align/768_1_18_S18.sort.bam
768_2_4,offspring,768_2_4_S26,166536,439.597,/home/maccamp/kootenai/data/align/768_2_4_S26.sort.bam
768_2_12,offspring,768_2_12_S34,178128,471.268,/home/maccamp/kootenai/data/align/768_2_12_S34.sort.bam
331C_8,offspring,331C_8_S50,157895,417.763,/home/maccamp/kootenai/data/align/331C_8_S50.sort.bam
331C_16,offspring,331C_16_S58,138598,366.409,/home/maccamp/kootenai/data/align/331C_16_S58.sort.bam
89E_2_4,offspring,89E_2_4_S66,212008,561.47,/home/maccamp/kootenai/data/align/89E_2_4_S66.sort.bam
89E_2_12,offspring,89E_2_12_S74,192777,509.905,/home/maccamp/kootenai/data/align/89E_2_12_S74.sort.bam
3A21_5,offspring,3A21_5_S82,174529,466.38,/home/maccamp/kootenai/data/align/3A21_5_S82.sort.bam
3A21_13,offspring,3A21_13_S90,175807,465.186,/home/maccamp/kootenai/data/align/3A21_13_S90.sort.bam
7874_6,offspring,7874_6_S98,90872,233.385,/home/maccamp/kootenai/data/align/7874_6_S98.sort.bam
7874_14,offspring,7874_14_S106,93606,245.788,/home/maccamp/kootenai/data/align/7874_14_S106.sort.bam
DD87_2,offspring,DD87_2_S114,79932,209.941,/home/maccamp/kootenai/data/align/DD87_2_S114.sort.bam
DD87_10,offspring,DD87_10_S122,100966,265.137,/home/maccamp/kootenai/data/align/DD87_10_S122.sort.bam
8C31_3,offspring,8C31_3_S130,113145,295.775,/home/maccamp/kootenai/data/align/8C31_3_S130.sort.bam
8C31_11,offspring,8C31_11_S138,107035,278.953,/home/maccamp/kootenai/data/align/8C31_11_S138.sort.bam
04C1_4,offspring,04C1_4_S146,111661,291.425,/home/maccamp/kootenai/data/align/04C1_4_S146.sort.bam
04C1_12,offspring,04C1_12_S154,89618,235.503,/home/maccamp/kootenai/data/align/04C1_12_S154.sort.bam
5D58_5,offspring,5D58_5_S162,104737,274.71,/home/maccamp/kootenai/data/align/5D58_5_S162.sort.bam
5D58_13,offspring,5D58_13_S170,105721,280.174,/home/maccamp/kootenai/data/align/5D58_13_S170.sort.bam
768_1_3,offspring,768_1_3_S3,201614,525.966,/home/maccamp/kootenai/data/align/768_1_3_S3.sort.bam
768_1_11,offspring,768_1_11_S11,150218,408.105,/home/maccamp/kootenai/data/align/768_1_11_S11.sort.bam
768_1_19,offspring,768_1_19_S19,176556,470.269,/home/maccamp/kootenai/data/align/768_1_19_S19.sort.bam
768_2_5,offspring,768_2_5_S27,161070,430.056,/home/maccamp/kootenai/data/align/768_2_5_S27.sort.bam
768_2_13,offspring,768_2_13_S35,181280,513.197,/home/maccamp/kootenai/data/align/768_2_13_S35.sort.bam
331C_9,offspring,331C_9_S51,190512,504.214,/home/maccamp/kootenai/data/align/331C_9_S51.sort.bam
331C_17,offspring,331C_17_S59,152314,405.248,/home/maccamp/kootenai/data/align/331C_17_S59.sort.bam
89E_2_5,offspring,89E_2_5_S67,197436,526.254,/home/maccamp/kootenai/data/align/89E_2_5_S67.sort.bam
89E_2_13,offspring,89E_2_13_S75,181731,479.959,/home/maccamp/kootenai/data/align/89E_2_13_S75.sort.bam
3A21_6,offspring,3A21_6_S83,172654,460.045,/home/maccamp/kootenai/data/align/3A21_6_S83.sort.bam
3A21_14,offspring,3A21_14_S91,185564,490.395,/home/maccamp/kootenai/data/align/3A21_14_S91.sort.bam
7874_7,offspring,7874_7_S99,274951,705.53,/home/maccamp/kootenai/data/align/7874_7_S99.sort.bam
7874_15,offspring,7874_15_S107,80065,211.842,/home/maccamp/kootenai/data/align/7874_15_S107.sort.bam
DD87_3,offspring,DD87_3_S115,94103,246.315,/home/maccamp/kootenai/data/align/DD87_3_S115.sort.bam
DD87_11,offspring,DD87_11_S123,84624,220.846,/home/maccamp/kootenai/data/align/DD87_11_S123.sort.bam
8C31_4,offspring,8C31_4_S131,136171,355.909,/home/maccamp/kootenai/data/align/8C31_4_S131.sort.bam
8C31_12,offspring,8C31_12_S139,104734,272.015,/home/maccamp/kootenai/data/align/8C31_12_S139.sort.bam
04C1_5,offspring,04C1_5_S147,113859,296.542,/home/maccamp/kootenai/data/align/04C1_5_S147.sort.bam
04C1_13,offspring,04C1_13_S155,118601,309.786,/home/maccamp/kootenai/data/align/04C1_13_S155.sort.bam
5D58_6,offspring,5D58_6_S163,104503,272.75,/home/maccamp/kootenai/data/align/5D58_6_S163.sort.bam
5D58_14,offspring,5D58_14_S171,100971,266.808,/home/maccamp/kootenai/data/align/5D58_14_S171.sort.bam
768_1_4,offspring,768_1_4_S4,184072,480.355,/home/maccamp/kootenai/data/align/768_1_4_S4.sort.bam
768_1_12,offspring,768_1_12_S12,173006,463.827,/home/maccamp/kootenai/data/align/768_1_12_S12.sort.bam
768_1_20,offspring,768_1_20_S20,191241,503.606,/home/maccamp/kootenai/data/align/768_1_20_S20.sort.bam
768_2_6,offspring,768_2_6_S28,179553,475.762,/home/maccamp/kootenai/data/align/768_2_6_S28.sort.bam
768_2_14,offspring,768_2_14_S36,209061,554.88,/home/maccamp/kootenai/data/align/768_2_14_S36.sort.bam
331C_10,offspring,331C_10_S52,186919,497.791,/home/maccamp/kootenai/data/align/331C_10_S52.sort.bam
331C_18,offspring,331C_18_S60,203229,536.413,/home/maccamp/kootenai/data/align/331C_18_S60.sort.bam
89E_2_6,offspring,89E_2_6_S68,195116,512.814,/home/maccamp/kootenai/data/align/89E_2_6_S68.sort.bam
89E_2_14,offspring,89E_2_14_S76,179574,480.568,/home/maccamp/kootenai/data/align/89E_2_14_S76.sort.bam
3A21_7,offspring,3A21_7_S84,203743,549.668,/home/maccamp/kootenai/data/align/3A21_7_S84.sort.bam
3A21_15,offspring,3A21_15_S92,199089,523.509,/home/maccamp/kootenai/data/align/3A21_15_S92.sort.bam
7874_8,offspring,7874_8_S100,646340,1701.47,/home/maccamp/kootenai/data/align/7874_8_S100.sort.bam
7874_16,offspring,7874_16_S108,237927,631.297,/home/maccamp/kootenai/data/align/7874_16_S108.sort.bam
DD87_4,offspring,DD87_4_S116,93833,245.537,/home/maccamp/kootenai/data/align/DD87_4_S116.sort.bam
DD87_12,offspring,DD87_12_S124,101322,265.75,/home/maccamp/kootenai/data/align/DD87_12_S124.sort.bam
8C31_5,offspring,8C31_5_S132,106486,277.61,/home/maccamp/kootenai/data/align/8C31_5_S132.sort.bam
8C31_13,offspring,8C31_13_S140,121515,316.87,/home/maccamp/kootenai/data/align/8C31_13_S140.sort.bam
04C1_6,offspring,04C1_6_S148,111065,290.085,/home/maccamp/kootenai/data/align/04C1_6_S148.sort.bam
04C1_14,offspring,04C1_14_S156,113050,294.857,/home/maccamp/kootenai/data/align/04C1_14_S156.sort.bam
5D58_7,offspring,5D58_7_S164,109710,288.235,/home/maccamp/kootenai/data/align/5D58_7_S164.sort.bam
5D58_15,offspring,5D58_15_S172,84954,222.917,/home/maccamp/kootenai/data/align/5D58_15_S172.sort.bam
768_1_5,offspring,768_1_5_S5,208201,541.71,/home/maccamp/kootenai/data/align/768_1_5_S5.sort.bam
768_1_13,offspring,768_1_13_S13,178318,470.304,/home/maccamp/kootenai/data/align/768_1_13_S13.sort.bam
768_1_21,offspring,768_1_21_S21,180826,481.866,/home/maccamp/kootenai/data/align/768_1_21_S21.sort.bam
768_2_7,offspring,768_2_7_S29,142119,384.564,/home/maccamp/kootenai/data/align/768_2_7_S29.sort.bam
768_2_15,offspring,768_2_15_S37,155306,484.532,/home/maccamp/kootenai/data/align/768_2_15_S37.sort.bam
331C_11,offspring,331C_11_S53,174774,462.006,/home/maccamp/kootenai/data/align/331C_11_S53.sort.bam
331C_19,offspring,331C_19_S61,162048,429.699,/home/maccamp/kootenai/data/align/331C_19_S61.sort.bam
89E_2_7,offspring,89E_2_7_S69,213085,564.828,/home/maccamp/kootenai/data/align/89E_2_7_S69.sort.bam
89E_2_15,offspring,89E_2_15_S77,174237,464.004,/home/maccamp/kootenai/data/align/89E_2_15_S77.sort.bam
3A21_8,offspring,3A21_8_S85,209642,557.621,/home/maccamp/kootenai/data/align/3A21_8_S85.sort.bam
7874_1,offspring,7874_1_S93,231725,609.559,/home/maccamp/kootenai/data/align/7874_1_S93.sort.bam
7874_17,offspring,7874_17_S109,81370,215.303,/home/maccamp/kootenai/data/align/7874_17_S109.sort.bam
DD87_5,offspring,DD87_5_S117,89476,235.091,/home/maccamp/kootenai/data/align/DD87_5_S117.sort.bam
DD87_13,offspring,DD87_13_S125,245901,641.361,/home/maccamp/kootenai/data/align/DD87_13_S125.sort.bam
8C31_6,offspring,8C31_6_S133,115773,301.311,/home/maccamp/kootenai/data/align/8C31_6_S133.sort.bam
8C31_14,offspring,8C31_14_S141,107297,279.083,/home/maccamp/kootenai/data/align/8C31_14_S141.sort.bam
04C1_7,offspring,04C1_7_S149,102054,265.49,/home/maccamp/kootenai/data/align/04C1_7_S149.sort.bam
04C1_15,offspring,04C1_15_S157,127707,334.45,/home/maccamp/kootenai/data/align/04C1_15_S157.sort.bam
5D58_8,offspring,5D58_8_S165,92159,240.543,/home/maccamp/kootenai/data/align/5D58_8_S165.sort.bam
768_1_6,offspring,768_1_6_S6,167801,444.684,/home/maccamp/kootenai/data/align/768_1_6_S6.sort.bam
768_1_14,offspring,768_1_14_S14,168834,448.322,/home/maccamp/kootenai/data/align/768_1_14_S14.sort.bam
768_1_22,offspring,768_1_22_S22,211756,715.24,/home/maccamp/kootenai/data/align/768_1_22_S22.sort.bam
768_2_8,offspring,768_2_8_S30,193323,517.889,/home/maccamp/kootenai/data/align/768_2_8_S30.sort.bam
768_2_16,offspring,768_2_16_S38,144037,440.639,/home/maccamp/kootenai/data/align/768_2_16_S38.sort.bam
331C_12,offspring,331C_12_S54,212659,562.257,/home/maccamp/kootenai/data/align/331C_12_S54.sort.bam
331C_20,offspring,331C_20_S62,192132,514.565,/home/maccamp/kootenai/data/align/331C_20_S62.sort.bam
89E_2_8,offspring,89E_2_8_S70,200614,590.259,/home/maccamp/kootenai/data/align/89E_2_8_S70.sort.bam
3A21_1,offspring,3A21_1_S78,218432,580.498,/home/maccamp/kootenai/data/align/3A21_1_S78.sort.bam
3A21_9,offspring,3A21_9_S86,206258,548.094,/home/maccamp/kootenai/data/align/3A21_9_S86.sort.bam
7874_2,offspring,7874_2_S94,318786,842.986,/home/maccamp/kootenai/data/align/7874_2_S94.sort.bam
7874_18,offspring,7874_18_S110,272294,724.768,/home/maccamp/kootenai/data/align/7874_18_S110.sort.bam
DD87_6,offspring,DD87_6_S118,154952,400.195,/home/maccamp/kootenai/data/align/DD87_6_S118.sort.bam
DD87_14,offspring,DD87_14_S126,102432,311.609,/home/maccamp/kootenai/data/align/DD87_14_S126.sort.bam
8C31_7,offspring,8C31_7_S134,99407,258.413,/home/maccamp/kootenai/data/align/8C31_7_S134.sort.bam
8C31_15,offspring,8C31_15_S142,110460,288.35,/home/maccamp/kootenai/data/align/8C31_15_S142.sort.bam
04C1_8,offspring,04C1_8_S150,110210,289.096,/home/maccamp/kootenai/data/align/04C1_8_S150.sort.bam
5D58_1,offspring,5D58_1_S158,105364,275.844,/home/maccamp/kootenai/data/align/5D58_1_S158.sort.bam
5D58_9,offspring,5D58_9_S166,100828,263.514,/home/maccamp/kootenai/data/align/5D58_9_S166.sort.bam
768_1_7,offspring,768_1_7_S7,202749,535.31,/home/maccamp/kootenai/data/align/768_1_7_S7.sort.bam
768_1_15,offspring,768_1_15_S15,186165,494.618,/home/maccamp/kootenai/data/align/768_1_15_S15.sort.bam
768_2_1,offspring,768_2_1_S23,159168,419.414,/home/maccamp/kootenai/data/align/768_2_1_S23.sort.bam
768_2_9,offspring,768_2_9_S31,179404,479.243,/home/maccamp/kootenai/data/align/768_2_9_S31.sort.bam
768_2_17,offspring,768_2_17_S39,181387,481.16,/home/maccamp/kootenai/data/align/768_2_17_S39.sort.bam
331C_13,offspring,331C_13_S55,197028,526.193,/home/maccamp/kootenai/data/align/331C_13_S55.sort.bam
89E_2_1,offspring,89E_2_1_S63,162283,435.171,/home/maccamp/kootenai/data/align/89E_2_1_S63.sort.bam
89E_2_9,offspring,89E_2_9_S71,219091,579.507,/home/maccamp/kootenai/data/align/89E_2_9_S71.sort.bam
3A21_2,offspring,3A21_2_S79,189183,501.264,/home/maccamp/kootenai/data/align/3A21_2_S79.sort.bam
3A21_10,offspring,3A21_10_S87,178144,478.714,/home/maccamp/kootenai/data/align/3A21_10_S87.sort.bam
7874_3,offspring,7874_3_S95,306224,806.136,/home/maccamp/kootenai/data/align/7874_3_S95.sort.bam
7874_11,offspring,7874_11_S103,260142,669.456,/home/maccamp/kootenai/data/align/7874_11_S103.sort.bam
7874_19,offspring,7874_19_S111,74593,195.774,/home/maccamp/kootenai/data/align/7874_19_S111.sort.bam
DD87_7,offspring,DD87_7_S119,93440,242.939,/home/maccamp/kootenai/data/align/DD87_7_S119.sort.bam
DD87_15,offspring,DD87_15_S127,85119,223.204,/home/maccamp/kootenai/data/align/DD87_15_S127.sort.bam
8C31_8,offspring,8C31_8_S135,112543,294.009,/home/maccamp/kootenai/data/align/8C31_8_S135.sort.bam
04C1_1,offspring,04C1_1_S143,114965,299.847,/home/maccamp/kootenai/data/align/04C1_1_S143.sort.bam
04C1_9,offspring,04C1_9_S151,112639,294.423,/home/maccamp/kootenai/data/align/04C1_9_S151.sort.bam
5D58_2,offspring,5D58_2_S159,107010,279.785,/home/maccamp/kootenai/data/align/5D58_2_S159.sort.bam
5D58_10,offspring,5D58_10_S167,115590,302.08,/home/maccamp/kootenai/data/align/5D58_10_S167.sort.bam
768_1_8,offspring,768_1_8_S8,742226,1902.7,/home/maccamp/kootenai/data/align/768_1_8_S8.sort.bam
768_1_16,offspring,768_1_16_S16,209880,549.645,/home/maccamp/kootenai/data/align/768_1_16_S16.sort.bam
768_2_2,offspring,768_2_2_S24,308778,815.278,/home/maccamp/kootenai/data/align/768_2_2_S24.sort.bam
768_2_10,offspring,768_2_10_S32,241799,636.714,/home/maccamp/kootenai/data/align/768_2_10_S32.sort.bam
768_2_18,offspring,768_2_18_S40,189521,501.317,/home/maccamp/kootenai/data/align/768_2_18_S40.sort.bam
331C_14,offspring,331C_14_S56,198492,521.997,/home/maccamp/kootenai/data/align/331C_14_S56.sort.bam
89E_2_2,offspring,89E_2_2_S64,256059,673.16,/home/maccamp/kootenai/data/align/89E_2_2_S64.sort.bam
89E_2_10,offspring,89E_2_10_S72,216115,570.958,/home/maccamp/kootenai/data/align/89E_2_10_S72.sort.bam
3A21_3,offspring,3A21_3_S80,264008,694.915,/home/maccamp/kootenai/data/align/3A21_3_S80.sort.bam
3A21_11,offspring,3A21_11_S88,301007,794.524,/home/maccamp/kootenai/data/align/3A21_11_S88.sort.bam
7874_12,offspring,7874_12_S104,184063,478.949,/home/maccamp/kootenai/data/align/7874_12_S104.sort.bam
DD87_8,offspring,DD87_8_S120,176472,466.445,/home/maccamp/kootenai/data/align/DD87_8_S120.sort.bam
8C31_1,offspring,8C31_1_S128,118807,315.448,/home/maccamp/kootenai/data/align/8C31_1_S128.sort.bam
8C31_9,offspring,8C31_9_S136,139216,363.884,/home/maccamp/kootenai/data/align/8C31_9_S136.sort.bam
04C1_2,offspring,04C1_2_S144,91927,239.837,/home/maccamp/kootenai/data/align/04C1_2_S144.sort.bam
04C1_10,offspring,04C1_10_S152,150129,391.425,/home/maccamp/kootenai/data/align/04C1_10_S152.sort.bam
5D58_3,offspring,5D58_3_S160,145233,382.703,/home/maccamp/kootenai/data/align/5D58_3_S160.sort.bam
5D58_11,offspring,5D58_11_S168,130920,342.947,/home/maccamp/kootenai/data/align/5D58_11_S168.sort.bam
4CE3,offspring,4CE3_S745,188329,489.474,/home/maccamp/kootenai/data/align/4CE3_S745.sort.bam
929A,offspring,929A_S746,164317,438.537,/home/maccamp/kootenai/data/align/929A_S746.sort.bam
FD05,offspring,FD05_S747,75495,196.581,/home/maccamp/kootenai/data/align/FD05_S747.sort.bam
E58A,offspring,E58A_S749,111203,292.218,/home/maccamp/kootenai/data/align/E58A_S749.sort.bam
B284,offspring,B284_S750,127404,340.559,/home/maccamp/kootenai/data/align/B284_S750.sort.bam
0F18,offspring,0F18_S751,263755,713.148,/home/maccamp/kootenai/data/align/0F18_S751.sort.bam
BF07,offspring,BF07_S752,193990,514.667,/home/maccamp/kootenai/data/align/BF07_S752.sort.bam
A08F,offspring,A08F_S753,459827,1237.27,/home/maccamp/kootenai/data/align/A08F_S753.sort.bam
1862,offspring,1862_S755,99051,263.392,/home/maccamp/kootenai/data/align/1862_S755.sort.bam
4665,offspring,4665_S757,184051,497.777,/home/maccamp/kootenai/data/align/4665_S757.sort.bam
80DD,offspring,80DD_S758,124552,333.354,/home/maccamp/kootenai/data/align/80DD_S758.sort.bam
EBF2,offspring,EBF2_S759,102797,272.637,/home/maccamp/kootenai/data/align/EBF2_S759.sort.bam
FD2F,offspring,FD2F_S761,173431,455.167,/home/maccamp/kootenai/data/align/FD2F_S761.sort.bam
7B83,offspring,7B83_S762,268053,721.786,/home/maccamp/kootenai/data/align/7B83_S762.sort.bam
7064,offspring,7064_S764,280995,761.749,/home/maccamp/kootenai/data/align/7064_S764.sort.bam
2F70,offspring,2F70_S765,229507,615.801,/home/maccamp/kootenai/data/align/2F70_S765.sort.bam
232E,offspring,232E_S766,237811,643.636,/home/maccamp/kootenai/data/align/232E_S766.sort.bam
C4C4,offspring,C4C4_S767,389354,1056.62,/home/maccamp/kootenai/data/align/C4C4_S767.sort.bam
DBFA,offspring,DBFA_S768,247090,662.612,/home/maccamp/kootenai/data/align/DBFA_S768.sort.bam
AC53,offspring,AC53_S769,430367,1145.73,/home/maccamp/kootenai/data/align/AC53_S769.sort.bam
F4B3,offspring,F4B3_S770,296614,803.245,/home/maccamp/kootenai/data/align/F4B3_S770.sort.bam
E479,offspring,E479_S771,251785,679.44,/home/maccamp/kootenai/data/align/E479_S771.sort.bam
418D,offspring,418D_S772,200671,542.086,/home/maccamp/kootenai/data/align/418D_S772.sort.bam
2A07,offspring,2A07_S773,168778,455.752,/home/maccamp/kootenai/data/align/2A07_S773.sort.bam
8B77,offspring,8B77_S774,466904,1269.7,/home/maccamp/kootenai/data/align/8B77_S774.sort.bam
45FD,offspring,45FD_S775,126456,336.891,/home/maccamp/kootenai/data/align/45FD_S775.sort.bam
74F5,offspring,74F5_S776,231170,620.193,/home/maccamp/kootenai/data/align/74F5_S776.sort.bam
9C79,offspring,9C79_S777,261190,687.982,/home/maccamp/kootenai/data/align/9C79_S777.sort.bam
4A75,offspring,4A75_S778,145797,386.58,/home/maccamp/kootenai/data/align/4A75_S778.sort.bam
7836,offspring,7836_S779,101514,265.055,/home/maccamp/kootenai/data/align/7836_S779.sort.bam
812A,offspring,812A_S780,374405,1004.91,/home/maccamp/kootenai/data/align/812A_S780.sort.bam
9B12,offspring,9B12_S781,166774,445.306,/home/maccamp/kootenai/data/align/9B12_S781.sort.bam
7696,offspring,7696_S782,177172,472.841,/home/maccamp/kootenai/data/align/7696_S782.sort.bam
B94F,offspring,B94F_S783,150318,399.427,/home/maccamp/kootenai/data/align/B94F_S783.sort.bam
BC9B,offspring,BC9B_S784,172401,456.724,/home/maccamp/kootenai/data/align/BC9B_S784.sort.bam
0C62,offspring,0C62_S785,277815,731.782,/home/maccamp/kootenai/data/align/0C62_S785.sort.bam
038C,offspring,038C_S786,102215,268.1,/home/maccamp/kootenai/data/align/038C_S786.sort.bam
1F58,offspring,1F58_S788,172102,463.674,/home/maccamp/kootenai/data/align/1F58_S788.sort.bam
2D5A,offspring,2D5A_S789,212713,572.239,/home/maccamp/kootenai/data/align/2D5A_S789.sort.bam
5100,offspring,5100_S790,341767,921.554,/home/maccamp/kootenai/data/align/5100_S790.sort.bam
2D02,offspring,2D02_S791,401521,1086.48,/home/maccamp/kootenai/data/align/2D02_S791.sort.bam
E191,offspring,E191_S792,266887,706.662,/home/maccamp/kootenai/data/align/E191_S792.sort.bam
BEEE,offspring,BEEE_S793,68365,169.807,/home/maccamp/kootenai/data/align/BEEE_S793.sort.bam
